ASIN,Title,Price,Original Price,Currency,Star Rating,Number of Ratings,Product URL,Image URL,Number of Offers,Minimum Offer Price,Best Seller,Amazon Choice,Prime Eligible,Climate Pledge Friendly,Sales Volume,Delivery Info,Has Variations
B09SM6GR4B,Moto G Power | 2022 | 3-Day Battery | Unlocked | Made for US by Motorola | 4/128GB | 50 MP Camera | Ice Blue,$159.99,$175.00,USD,4.2,0,https://www.amazon.com/dp/B09SM6GR4B,https://m.media-amazon.com/images/I/61I2yy1G57L._AC_UY654_FMwebp_QL65_.jpg,8,$97.30,FALSE,FALSE,TRUE,FALSE,Typical: ,"FREE delivery Dec 17 - 19 Or fastest delivery Tomorrow, Dec 13 Arrives before ChristmasOnly 4 left in stock - order soon.",TRUE
B0BSLF1ZN4,"Samsung Galaxy S23 Ultra 5G SM-S918B/DS 256GB 12GB RAM, 200 MP Camera, Factory Unlocked, International Model (Green)",$799.99,$859.99,USD,4.3,0,https://www.amazon.com/dp/B0BSLF1ZN4,https://m.media-amazon.com/images/I/71EYdOx09+L._AC_UY654_FMwebp_QL65_.jpg,1,$799.99,FALSE,FALSE,FALSE,FALSE,200+ bought in past month,"FREE delivery Dec 17 - 19 Or fastest delivery Mon, Dec 16 Arrives before Christmas",FALSE
B0CHN7M531,"OnePlus Open, 16GB RAM+512GB, Dual-SIM, Voyager Black, US Factory Unlocked Android Smartphone, 4805 mAh Battery, 67W Fast Charging, Hasselblad Camera, 120Hz Fluid Display","$1,699.99",,USD,4.1,0,https://www.amazon.com/dp/B0CHN7M531,https://m.media-amazon.com/images/I/71slFjJerBL._AC_UY654_FMwebp_QL65_.jpg,2,$949.95,FALSE,FALSE,TRUE,FALSE,200+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0D3RWZ39S,Nokia 2780 Flip | Unlocked | Universally Compatible with All Mobile Carriers | Black,$89.99,,USD,3.7,0,https://www.amazon.com/dp/B0D3RWZ39S,https://m.media-amazon.com/images/I/51rf6mtbcdL._AC_UY654_FMwebp_QL65_.jpg,3,$73.05,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0D8SW4GX7,"REDMAGIC 9S Pro Smartphone 5G, 120Hz Gaming Phone, 6.8&quot; Full Screen, Under Display Camera, 6500mAh Android Phone, Snapdragon 8 Gen 3, 12+256GB, 80W Charger, Dual-Sim, US Unlocked Cell Phone Black",$749.00,,USD,4.3,0,https://www.amazon.com/dp/B0D8SW4GX7,https://m.media-amazon.com/images/I/61mRfNRY7TL._AC_UY654_FMwebp_QL65_.jpg,1,$749.00,FALSE,FALSE,TRUE,FALSE,400+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B007B5VH0E,"AT&amp;T CL4940 Corded Standard Phone with Answering System and Backlit Display, White",$39.95,$43.95,USD,4.4,0,https://www.amazon.com/dp/B007B5VH0E,https://m.media-amazon.com/images/I/71z4Ml8cURL._AC_UY654_FMwebp_QL65_.jpg,82,$24.99,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CRZ48CKV,"Blackview Wave 6C Unlocked Android Phones, Android 13 Smartphones, 6.52&quot; HD+, 5100mAh 10W Fast, Octa-Core 4GB+32GB/SD 1TB Smart Phone, 8MP+5MP, 3 Card Slots, Face ID Unlock Phone, 4G Dual SIM Phone",$92.99,$109.99,USD,4.1,0,https://www.amazon.com/dp/B0CRZ48CKV,https://m.media-amazon.com/images/I/71jDApm2DCL._AC_UY654_FMwebp_QL65_.jpg,1,$92.99,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07D2BHBYR,"AT&amp;T CL84107 DECT 6.0 Expandable Corded/Cordless Phone with Smart Call Blocker, Black/Silver with 1 Handset",$76.95,,USD,4.3,0,https://www.amazon.com/dp/B07D2BHBYR,https://m.media-amazon.com/images/I/71hUFlVKtDL._AC_UY654_FMwebp_QL65_.jpg,3,$35.32,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09KMH4G81,Samsung Galaxy A42 5G 128GB Prism Dot Black for Verizon (Renewed),$112.00,,USD,4.1,0,https://www.amazon.com/dp/B09KMH4G81,https://m.media-amazon.com/images/I/5175qpCGbqL._AC_UY500_FMwebp_QL65_.jpg,22,$84.60,FALSE,FALSE,TRUE,TRUE,100+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before ChristmasOnly 5 left in stock - order soon.",FALSE
B0D99J6GJ7,Motorola Moto E14 XT2421-12 Dual Sim | 2GB Ram + 64GB Storage | GSM Factory Unlocked | International Model - (Gray),$79.99,,USD,3.3,0,https://www.amazon.com/dp/B0D99J6GJ7,https://m.media-amazon.com/images/I/51njwfhDnoL._AC_UY654_FMwebp_QL65_.jpg,9,$76.88,FALSE,FALSE,TRUE,FALSE,200+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",TRUE
B0CVYK69Q2,Google Pixel 8 Pro 512GB (Unlocked) - Obsidian (Pre-Owned) (Renewed),$466.95,,USD,3.9,0,https://www.amazon.com/dp/B0CVYK69Q2,https://m.media-amazon.com/images/I/61M-dCPalfL._AC_UY654_FMwebp_QL65_.jpg,8,$419.00,FALSE,FALSE,FALSE,FALSE,200+ bought in past month,FREE delivery,TRUE
B01LZV2HVG,"Panasonic Amplified Cordless Phone with Slow Talk, 40dB Volume Boost, 100dB Loud Visual Ringer, Hearing Aid Compatibility, Large Screen and Backlit Keypad - KX-TGM420W - 1 Handset (White)",$118.81,,USD,4.3,0,https://www.amazon.com/dp/B01LZV2HVG,https://m.media-amazon.com/images/I/71S3Vj8k-fL._AC_UY654_FMwebp_QL65_.jpg,19,$70.15,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CH7Q92J8,"NUU A23Plus Basic Cell Phone for AT&amp;T, T-Mobile, Cricket, Mint Mobile, Metro, 64G/3GB 6.3&quot; 4G LTE, Q Link, Hello Mobile Dual SIM, Black, 365 Days US Warranty with Detachable &amp; Replaceable Battery",$79.99,,USD,3.7,0,https://www.amazon.com/dp/B0CH7Q92J8,https://m.media-amazon.com/images/I/71R5squhFPL._AC_UY654_FMwebp_QL65_.jpg,1,$79.99,FALSE,FALSE,TRUE,FALSE,400+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CMTLGC9W,"Kids Smart Phone for Girls, Christmas Birthday Gifts for Girls Age 3-10 Kids Toys Cell Phone, 2.8&quot; Touchscreen Toddler Learning Play Toy Phone with Dual Camera, Game, Music Player, 8GB Card (Purple)",$35.90,$39.99,USD,4.2,0,https://www.amazon.com/dp/B0CMTLGC9W,https://m.media-amazon.com/images/I/71dwraR96OL._AC_UY654_FMwebp_QL65_.jpg,1,$35.90,FALSE,FALSE,TRUE,FALSE,30K+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Sun, Dec 15 Arrives before Christmas",FALSE
B086R6XWDY,"VTech IS8151-4 Super Long Range 4 Handset Cordless Phone for Home with Answering Machine, 2300 ft Range, Call Blocking, Bluetooth, Headset Jack, Power Backup, Expandable to 12 HS, Silver/Black",$96.40,$139.95,USD,4.2,0,https://www.amazon.com/dp/B086R6XWDY,https://m.media-amazon.com/images/I/81wRcX8X6qL._AC_UY654_FMwebp_QL65_.jpg,4,$70.90,FALSE,FALSE,TRUE,FALSE,200+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CWWC2G6F,Nokia 110 4G | Dual SIM | GSM Unlocked Mobile Phone | Volte | Blue | International Version | Not AT&amp;T/Cricket/Verizon Compatible,$39.99,,USD,3.9,0,https://www.amazon.com/dp/B0CWWC2G6F,https://m.media-amazon.com/images/I/515nIrvpN5L._AC_UY654_FMwebp_QL65_.jpg,5,$30.36,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B08NWCW5XH,Panasonic Link2Cell Bluetooth DECT 6.0 Expandable Cordless Phone System with Answering Machine and Enhanced Noise Reduction - 5 Handsets - KX-TGE675B (Black),$149.00,$169.99,USD,4.2,0,https://www.amazon.com/dp/B08NWCW5XH,https://m.media-amazon.com/images/I/713U7qBMvqL._AC_UY654_FMwebp_QL65_.jpg,4,$89.95,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CPXYTPYG,Xiaomi Poco X6 Pro 5G Global Unlocked (512GB + 12GB) GSM 6.67&quot; 64MP Triple Camera (for Tmobile Mint Tello Global) (Black Global ROM),$322.00,,USD,4.4,0,https://www.amazon.com/dp/B0CPXYTPYG,https://m.media-amazon.com/images/I/51ClQ5sgthL._AC_UY654_FMwebp_QL65_.jpg,10,$319.99,FALSE,FALSE,TRUE,FALSE,200+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before ChristmasOnly 16 left in stock - order soon.",TRUE
B0CZ9SYQGY,"Panasonic Cordless Phone, Easy to Use with Large Display and Big Buttons, Flashing Favorites Key, Built in Flashlight, Call Block, Volume Boost, Talking Caller ID, 2 Cordless Handsets - KX-TGU432W",$69.99,,USD,4.3,0,https://www.amazon.com/dp/B0CZ9SYQGY,https://m.media-amazon.com/images/I/71eIF-Ckw5L._AC_UY654_FMwebp_QL65_.jpg,2,$29.75,FALSE,FALSE,TRUE,FALSE,400+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CFRZKL1D,Google Pixel Fold - Unlocked Android 5G Smartphone with Telephoto Lens and Ultrawide Lens - Foldable Display - 24-Hour Battery - Obsidian - 512 GB (Renewed),$702.37,,USD,4,0,https://www.amazon.com/dp/B0CFRZKL1D,https://m.media-amazon.com/images/I/61sOr+JpqyL._AC_UY654_FMwebp_QL65_.jpg,7,$449.95,FALSE,FALSE,FALSE,FALSE,200+ bought in past month,"FREE delivery Dec 18 - 20 Or fastest delivery Tue, Dec 17 Arrives before ChristmasOnly 20 left in stock - order soon.",FALSE
B073FLYQZ5,Panasonic KX-TGM420W + (1) KX-TGMA44W Amplified Cordless Phone with Digital Answering Machine and Voice Volume Booster upto 40 dB (2 Handsets),$189.98,,USD,4.3,0,https://www.amazon.com/dp/B073FLYQZ5,https://m.media-amazon.com/images/I/61JaEG8qGJS._AC_UY654_FMwebp_QL65_.jpg,7,$176.71,FALSE,FALSE,TRUE,FALSE,200+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B073FKGH7Q,Panasonic KX-TGM420W + (2) KX-TGMA44W Amplified Cordless Phone with Digital Answering Machine Expandable Upto 6 Handsets and Voice Volume Booster 40 dB,$259.97,,USD,4.3,0,https://www.amazon.com/dp/B073FKGH7Q,https://m.media-amazon.com/images/I/618idxKuK9S._AC_UY654_FMwebp_QL65_.jpg,7,$219.50,FALSE,FALSE,TRUE,FALSE,50+ bought in past month,"FREE delivery Thu, Dec 19 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CGLZ3PQC,"VTech IS8251-4 Business Grade 4-Handset Expandable Cordless Phone for Home Office, 5&quot; Color Display, Programmable Short Cut Keys, Smart Call Blocking, Answering System,Bluetooth Connect to Cell",$169.71,,USD,4.2,0,https://www.amazon.com/dp/B0CGLZ3PQC,https://m.media-amazon.com/images/I/81TiyXzVPUL._AC_UY654_FMwebp_QL65_.jpg,2,$94.91,FALSE,FALSE,TRUE,FALSE,100+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0D876GL39,VTech VG232-2 Cordless Phone with Answering Machine -with 2-Handsets Large Display and Big Buttons Full-Duplex Speakerphone Caller ID Last 10 Number Redial,$49.95,,USD,4.4,0,https://www.amazon.com/dp/B0D876GL39,https://m.media-amazon.com/images/I/81I7RCZ4lgL._AC_UY654_FMwebp_QL65_.jpg,2,$31.46,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07K6RF8FJ,"AT&amp;T CL84207 DECT 6.0 2-Handset Corded/Cordless Phone for Home with Long Range, Answering Machine, Call Blocking, Caller ID Announcer, Intercom, and Line-power mode, Silver/Black",$88.17,,USD,4.3,0,https://www.amazon.com/dp/B07K6RF8FJ,https://m.media-amazon.com/images/I/71d-XwqRdrL._AC_UY654_FMwebp_QL65_.jpg,27,$86.82,FALSE,FALSE,FALSE,FALSE,100+ bought in past month,"FREE delivery Tue, Dec 17 Arrives before Christmas",FALSE
B0D8683JFV,"Gabb Phone 4: The Perfect First Phone for Kids - Safe Apps, No Social Media/Internet Browser, GPS Tracking, Parental Controls, Talk &amp; Text, 30 Activation Fee",$49.99,$149.99,USD,4.5,0,https://www.amazon.com/dp/B0D8683JFV,https://m.media-amazon.com/images/I/61VLpglZuUL._AC_UY654_FMwebp_QL65_.jpg,1,$49.99,FALSE,FALSE,TRUE,TRUE,2K+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Mon, Dec 16 Arrives before Christmas",FALSE
B09WXQL3JH,"Google Pixel 6 Pro 5G, US Version, 256GB, Cloudy White - Unlocked (Renewed)",$229.99,,USD,4.2,0,https://www.amazon.com/dp/B09WXQL3JH,https://m.media-amazon.com/images/I/61q25dKgPwL._AC_UY654_FMwebp_QL65_.jpg,6,$199.99,FALSE,FALSE,FALSE,FALSE,50+ bought in past month,"FREE delivery Sat, Dec 14 Or fastest delivery Tomorrow, Dec 13 Arrives before ChristmasOnly 1 left in stock - order soon.",TRUE
B004H4EBHI,"Clarity XLC3.4+ DECT 6.0 Extra Loud Ringer with Big Button, Speakerphone with Talking Caller ID, and Dual Power Battery",$88.68,,USD,4,0,https://www.amazon.com/dp/B004H4EBHI,https://m.media-amazon.com/images/I/71wcNWjm7QL._AC_UY654_FMwebp_QL65_.jpg,12,$69.98,FALSE,FALSE,TRUE,TRUE,200+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0757B9VFG,"VTech AM18447 Main Console 4-Line Expandable Small Business Office Phone System with Answering Machine, Intercom, Auto Attendant &amp; Music on Hold , Black",$139.95,$164.95,USD,4.3,0,https://www.amazon.com/dp/B0757B9VFG,https://m.media-amazon.com/images/I/81mHDDRoTxL._AC_UY654_FMwebp_QL65_.jpg,6,$88.95,FALSE,FALSE,TRUE,FALSE,300+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07B6ZN79N,"LeapFrog Chat and Count Emoji Phone, Green",$12.37,$14.99,USD,4.7,0,https://www.amazon.com/dp/B07B6ZN79N,https://m.media-amazon.com/images/I/61HfpUhmRuL._AC_UY654_FMwebp_QL65_.jpg,18,$11.50,FALSE,FALSE,TRUE,FALSE,9K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0D749T6DG,"Gabb Phone 4 Pro: Phone for Kids &amp; Teens - GPS Tracker for Kids, No Social Media, No Internet Browsers, Parental Controls, Talk &amp; Text, Safe Messaging App for Kids, Safe Video Calls, 30 Activation Fee",$99.99,$199.99,USD,4.3,0,https://www.amazon.com/dp/B0D749T6DG,https://m.media-amazon.com/images/I/711mfMxPxXL._AC_UY654_FMwebp_QL65_.jpg,1,$99.99,FALSE,FALSE,TRUE,TRUE,2K+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0BW45YGFZ,"Phone for Kids Age 3-8,Kids Smart Phone for Girls Christmas Birthday Gifts,Toy Phone with Dual Camera Music Player Puzzle Games,Touchscreen Phone Learning Toy for 3 4 5 6 7 8 Year Old Girls",$36.99,,USD,4.1,0,https://www.amazon.com/dp/B0BW45YGFZ,https://m.media-amazon.com/images/I/61JGtthNmNL._AC_UY654_FMwebp_QL65_.jpg,2,$35.27,FALSE,FALSE,TRUE,FALSE,3K+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07ND62JJM,"Yealink T54W IP Phone, 16 VoIP Accounts. 4.3-Inch Color Display. 802.11ac Wi-Fi, 802.3af PoE, Power Adapter Not Included (SIP-T54W)",$140.00,$152.50,USD,3.7,0,https://www.amazon.com/dp/B07ND62JJM,https://m.media-amazon.com/images/I/51uZ34X-nZL._AC_UY654_FMwebp_QL65_.jpg,67,$80.00,FALSE,FALSE,FALSE,FALSE,400+ bought in past month,"FREE delivery Tomorrow, Dec 13 Arrives before Christmas",FALSE
B0C1Z5HPTM,"Kids Toy Smartphone, Gifts and Toys for Girls Boys Ages 3-8 Years Old, Fake Play Dinosaur Toy Phone Music Dual Camera Games, Birthday",$39.99,,USD,4.3,0,https://www.amazon.com/dp/B0C1Z5HPTM,https://m.media-amazon.com/images/I/71V-QuKq5yL._AC_UY654_FMwebp_QL65_.jpg,1,$39.99,FALSE,FALSE,TRUE,FALSE,7K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0DDCHGDKF,Kids Smart Phone Girls Toy: Christmas Birthday Gifts for Girls Age 3-10 - Working Real Play Cell Phone - Toddler Toy Learning Phone (Pink),$34.99,,USD,4.9,0,https://www.amazon.com/dp/B0DDCHGDKF,https://m.media-amazon.com/images/I/71RkxZr-A3L._AC_UY654_FMwebp_QL65_.jpg,2,$32.18,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B09PSSSFPF,"Garmin inReach Mini 2, Lightweight and Compact Satellite Communicator, Hiking Handheld, Black",$318.49,$399.99,USD,4.5,0,https://www.amazon.com/dp/B09PSSSFPF,https://m.media-amazon.com/images/I/619e3077wWL._AC_UY654_FMwebp_QL65_.jpg,31,$275.53,FALSE,FALSE,TRUE,FALSE,500+ bought in past month,"FREE delivery Fri, Dec 20 Or fastest delivery Mon, Dec 16 Arrives before Christmas",FALSE
B0CHYBKQPM,"Miracase Phone Holders for Your Car with Metal Hook Clip, Air Vent Cell Phone Car Mount, Universal Automobile Cradle Fit for iPhone Android and All Smartphones, Dark Black",$15.99,,USD,4.3,0,https://www.amazon.com/dp/B0CHYBKQPM,https://m.media-amazon.com/images/I/81g+x+5jP4L._AC_UY654_FMwebp_QL65_.jpg,1,$15.99,TRUE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0D452STFM,"Kids Toys Smart Phone, 3.97&quot; Touchscreen Kids Phone, Christmas Birthday Gifts for Kids, 16GB Toddler Learning Toys with Games, Front Camera, Boys Girls Toys for Age 3 4 5 6 7 8 9 Year Old",$47.99,$69.99,USD,4.5,0,https://www.amazon.com/dp/B0D452STFM,https://m.media-amazon.com/images/I/718FzHnVnyL._AC_UY654_FMwebp_QL65_.jpg,1,$47.99,FALSE,FALSE,TRUE,FALSE,2K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CHYBKQPM,"Miracase Phone Holders for Your Car with Metal Hook Clip, Air Vent Cell Phone Car Mount, Universal Automobile Cradle Fit for iPhone Android and All Smartphones, Dark Black",$15.99,,USD,4.3,0,https://www.amazon.com/dp/B0CHYBKQPM,https://m.media-amazon.com/images/I/81g+x+5jP4L._AC_UY654_FMwebp_QL65_.jpg,1,$15.99,TRUE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07S6HB272,"Yealink T57W IP Phone, 16 VoIP Accounts. 7-Inch Adjustable Color Touch Screen. USB 2.0, 802.11ac Wi-Fi, Dual-Port Gigabit Ethernet, 802.3af PoE, Power Adapter Not Included (SIP-T57W)",$198.00,$222.99,USD,4.4,0,https://www.amazon.com/dp/B07S6HB272,https://m.media-amazon.com/images/I/811xn3UM72L._AC_UY654_FMwebp_QL65_.jpg,34,$179.89,FALSE,FALSE,FALSE,FALSE,100+ bought in past month,"FREE delivery Tue, Dec 17 Arrives before Christmas",FALSE
B0863TXGM3,"Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4",$198.00,$348.00,USD,4.6,0,https://www.amazon.com/dp/B0863TXGM3,https://m.media-amazon.com/images/I/61vIICn1JOL._AC_UY654_FMwebp_QL65_.jpg,16,$164.69,FALSE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Tomorrow, Dec 13 Arrives before Christmas",TRUE
B07B6ZN7N4,"LeapFrog Chat and Count Emoji Phone, Purple",$14.97,,USD,4.7,0,https://www.amazon.com/dp/B07B6ZN7N4,https://m.media-amazon.com/images/I/618p1k7nw8L._AC_UY654_FMwebp_QL65_.jpg,24,$11.81,FALSE,FALSE,TRUE,FALSE,6K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B01H2RBQUG,Plantronics - Voyager 5200 (Poly) - Bluetooth Over-the-Ear (Monaural) Headset - Compatible to connect to Cell Phones - Noise Canceling,$84.00,$99.99,USD,4,0,https://www.amazon.com/dp/B01H2RBQUG,https://m.media-amazon.com/images/I/71xGC9t+oGL._AC_UY654_FMwebp_QL65_.jpg,3,$55.69,TRUE,FALSE,TRUE,TRUE,5K+ bought in past month,"FREE delivery Mon, Dec 23 Or fastest delivery Thu, Dec 19 Arrives before ChristmasOnly 16 left in stock - order soon.",FALSE
B0DJLJTV17,Kids Smart Phone - Phones for Kids with Soft Silicone Cover 32GB SD Card - 2.8&quot; Touchscreen Kids Cell Phone with Dual Camera Puzzle Games MP3 for 3-8 Year Old Girls Gifts Pink,$28.79,$35.90,USD,5,0,https://www.amazon.com/dp/B0DJLJTV17,https://m.media-amazon.com/images/I/71fnUm414qL._AC_UY654_FMwebp_QL65_.jpg,1,$28.79,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Wed, Dec 18 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07QKZ4B79,"VTech Touch and Swipe Baby Phone, Pink",$14.99,,USD,4.3,0,https://www.amazon.com/dp/B07QKZ4B79,https://m.media-amazon.com/images/I/71q6EhNqBXL._AC_UY654_FMwebp_QL65_.jpg,1,$14.99,FALSE,FALSE,TRUE,FALSE,3K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B071KGVLBB,PhoneSoap 3 UV Cell Phone Sanitizer &amp; Dual Universal Cell Phone Charger Box | Patented &amp; Clinically Proven 360-Degree UV-C Light Sanitizer | Disinfects and Charges All Phones (White),$59.95,$79.95,USD,4.5,0,https://www.amazon.com/dp/B071KGVLBB,https://m.media-amazon.com/images/I/714pdp7fiGL._AC_UY654_FMwebp_QL65_.jpg,1,$59.95,FALSE,FALSE,TRUE,TRUE,2K+ bought in past month,"FREE delivery Tue, Dec 17 Or fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07KY1XKRQ,"WeatherTech CupFone – Adjustable, Universal Cup Holder Phone Mount Accessory for Car – Compatible with iPhone &amp; Other Smartphones – Open Access Design for Cell Phone Charging",$44.95,,USD,4.5,0,https://www.amazon.com/dp/B07KY1XKRQ,https://m.media-amazon.com/images/I/41qO374Z9vL._AC_UY654_FMwebp_QL65_.jpg,1,$44.95,FALSE,FALSE,FALSE,FALSE,8K+ bought in past month,FREE delivery Dec 24 - 26,FALSE
B0CP41876D,"SMALLRIG Metal Phone Support with Cold Shoe Mount, Universal Cell Phone Mount Adapter Support Free Adjustment Joints, Phone Tripod Mount for iPhone 15 14, for Samsung Galaxy etc. - 4382",$19.99,,USD,4.6,0,https://www.amazon.com/dp/B0CP41876D,https://m.media-amazon.com/images/I/61Un4i3BQNL._AC_UY654_FMwebp_QL65_.jpg,2,$16.99,FALSE,FALSE,TRUE,FALSE,1K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B085DMV7XD,"Lamicall Bike Phone Holder, Motorcycle Phone Mount - Motorcycle Handlebar Cell Phone Clamp, Scooter Phone Clip for iPhone 15 Pro Max/Plus, 14 Pro Max, S9, S10 and More 4.7&quot; to 6.8&quot; Smartphones",$18.99,$26.99,USD,4.5,0,https://www.amazon.com/dp/B085DMV7XD,https://m.media-amazon.com/images/I/711bZ97mpyL._AC_UY654_FMwebp_QL65_.jpg,3,$17.88,TRUE,FALSE,TRUE,TRUE,20K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B0CCT2TJW4,"BACKBONE One Mobile Gaming Controller for Android and iPhone 15/16 Series (USB-C) - PlayStation Edition - 2nd Gen - Turn Your Phone into a Gaming Console - Play PlayStation, Xbox, Fortnite &amp; More",,,,4.4,0,https://www.amazon.com/dp/B0CCT2TJW4,https://m.media-amazon.com/images/I/61aK-5Qyx6L._AC_UY654_FMwebp_QL65_.jpg,1,,TRUE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Thu, Dec 26 Or fastest delivery Fri, Dec 20 Arrives before Christmas",TRUE
B0D5CLSMFB,"Anker Power Bank(PowerCore 10K),Compact Travel-Ready 10,000mAh Battery Pack with PowerIQ Charging Technology,5V/3A High-Speed Charging for iPhone,iPad,and More (USB-C Input and Output（Black），1pack)",$23.99,,USD,4.5,0,https://www.amazon.com/dp/B0D5CLSMFB,https://m.media-amazon.com/images/I/61RsRGUZORL._AC_UY654_FMwebp_QL65_.jpg,2,$17.99,FALSE,FALSE,TRUE,TRUE,10K+ bought in past month,"FREE delivery Wed, Dec 18 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
B07R1QZ8V1,"VICSEED [Ture Strongest Suction Military-Grade Sturdy Universal Phone Holders for Your Car Dashboard Windshield Vent Cell Phone Mount Truck Boat Cradle for iPhone, Android, All Smartphones",$24.68,$38.92,USD,4.4,0,https://www.amazon.com/dp/B07R1QZ8V1,https://m.media-amazon.com/images/I/81IetKV1NTL._AC_UY654_FMwebp_QL65_.jpg,3,$24.43,FALSE,FALSE,TRUE,FALSE,5K+ bought in past month,"FREE delivery Tue, Dec 17 on $35 of items shipped by AmazonOr fastest delivery Sat, Dec 14 Arrives before Christmas",FALSE
